time,symbol,open,close,high,low,volume,category
1997-09-24,NEPSE,169.96,169.96,169.96,169.96,0,index
1997-09-25,NEPSE,169.97,169.97,169.97,169.97,0,index
1997-09-28,NEPSE,170.71,170.71,170.71,170.71,0,index
1997-09-29,NEPSE,170.64,170.64,170.64,170.64,0,index
1997-09-30,NEPSE,171.23,171.23,171.23,171.23,0,index
1997-10-01,NEPSE,170.2,170.2,170.2,170.2,0,index
1997-10-05,NEPSE,169.8,169.8,169.8,169.8,0,index
1997-10-06,NEPSE,169.7,169.7,169.7,169.7,0,index
1997-10-07,NEPSE,169.68,169.68,169.68,169.68,0,index
1997-10-16,NEPSE,169.43,169.43,169.43,169.43,0,index
1997-10-19,NEPSE,169.51,169.51,169.51,169.51,0,index
1997-10-20,NEPSE,169.55,169.55,169.55,169.55,0,index
1997-10-21,NEPSE,169.29,169.29,169.29,169.29,0,index
1997-10-22,NEPSE,170.33,170.33,170.33,170.33,0,index
1997-10-23,NEPSE,171.04,171.04,171.04,171.04,0,index
1997-10-26,NEPSE,170.61,170.61,170.61,170.61,0,index
1997-10-27,NEPSE,172.96,172.96,172.96,172.96,0,index
1997-10-28,NEPSE,172.0,172.0,172.0,172.0,0,index
1997-10-29,NEPSE,173.43,173.43,173.43,173.43,0,index
1997-11-03,NEPSE,173.44,173.44,173.44,173.44,0,index
1997-11-04,NEPSE,172.68,172.68,172.68,172.68,0,index
1997-11-05,NEPSE,173.03,173.03,173.03,173.03,0,index
1997-11-06,NEPSE,172.07,172.07,172.07,172.07,0,index
1997-11-09,NEPSE,173.02,173.02,173.02,173.02,0,index
1997-11-10,NEPSE,172.46,172.46,172.46,172.46,0,index
1997-11-11,NEPSE,172.08,172.08,172.08,172.08,0,index
1997-11-12,NEPSE,171.96,171.96,171.96,171.96,0,index
1997-11-13,NEPSE,172.02,172.02,172.02,172.02,0,index
1997-11-16,NEPSE,172.02,172.02,172.02,172.02,0,index
1997-11-17,NEPSE,172.8,172.8,172.8,172.8,0,index
1997-11-18,NEPSE,172.68,172.68,172.68,172.68,0,index
1997-11-19,NEPSE,172.35,172.35,172.35,172.35,0,index
1997-11-20,NEPSE,173.01,173.01,173.01,173.01,0,index
1997-11-23,NEPSE,173.28,173.28,173.28,173.28,0,index
1997-11-24,NEPSE,173.1,173.1,173.1,173.1,0,index
1997-11-25,NEPSE,173.28,173.28,173.28,173.28,0,index
1997-11-26,NEPSE,172.39,172.39,172.39,172.39,0,index
1997-11-27,NEPSE,172.14,172.14,172.14,172.14,0,index
1997-11-30,NEPSE,171.64,171.64,171.64,171.64,0,index
1997-12-01,NEPSE,171.77,171.77,171.77,171.77,0,index
1997-12-02,NEPSE,171.19,171.19,171.19,171.19,0,index
1997-12-03,NEPSE,170.08,170.08,170.08,170.08,0,index
1997-12-04,NEPSE,170.22,170.22,170.22,170.22,0,index
1997-12-07,NEPSE,170.68,170.68,170.68,170.68,0,index
1997-12-08,NEPSE,170.54,170.54,170.54,170.54,0,index
1997-12-09,NEPSE,170.24,170.24,170.24,170.24,0,index
1997-12-10,NEPSE,171.14,171.14,171.14,171.14,0,index
1997-12-11,NEPSE,171.19,171.19,171.19,171.19,0,index
1997-12-14,NEPSE,170.56,170.56,170.56,170.56,0,index
1997-12-15,NEPSE,170.16,170.16,170.16,170.16,0,index
1997-12-16,NEPSE,170.11,170.11,170.11,170.11,0,index
1997-12-17,NEPSE,170.9,170.9,170.9,170.9,0,index
1997-12-18,NEPSE,171.7,171.7,171.7,171.7,0,index
1997-12-21,NEPSE,170.83,170.83,170.83,170.83,0,index
1997-12-22,NEPSE,170.57,170.57,170.57,170.57,0,index
1997-12-23,NEPSE,170.52,170.52,170.52,170.52,0,index
1997-12-24,NEPSE,170.94,170.94,170.94,170.94,0,index
1997-12-25,NEPSE,170.74,170.74,170.74,170.74,0,index
1997-12-28,NEPSE,170.83,170.83,170.83,170.83,0,index
1997-12-30,NEPSE,170.7,170.7,170.7,170.7,0,index
1997-12-31,NEPSE,170.93,170.93,170.93,170.93,0,index
1998-01-04,NEPSE,170.21,170.21,170.21,170.21,0,index
1998-01-05,NEPSE,170.23,170.23,170.23,170.23,0,index
1998-01-06,NEPSE,170.39,170.39,170.39,170.39,0,index
1998-01-07,NEPSE,170.32,170.32,170.32,170.32,0,index
1998-01-08,NEPSE,170.69,170.69,170.69,170.69,0,index
1998-01-12,NEPSE,170.73,170.73,170.73,170.73,0,index
1998-01-13,NEPSE,170.6,170.6,170.6,170.6,0,index
1998-02-15,NEPSE,176.6,176.6,176.6,176.6,0,index
1998-02-16,NEPSE,176.62,176.62,176.62,176.62,0,index
1998-02-17,NEPSE,176.11,176.11,176.11,176.11,0,index
1998-02-18,NEPSE,176.12,176.12,176.12,176.12,0,index
1998-02-22,NEPSE,176.5,176.5,176.5,176.5,0,index
1998-02-23,NEPSE,176.57,176.57,176.57,176.57,0,index
1998-02-26,NEPSE,178.68,178.68,178.68,178.68,0,index
1998-03-01,NEPSE,177.58,177.58,177.58,177.58,0,index
1998-03-02,NEPSE,177.86,177.86,177.86,177.86,0,index
1998-03-03,NEPSE,178.04,178.04,178.04,178.04,0,index
1998-03-04,NEPSE,178.56,178.56,178.56,178.56,0,index
1998-03-05,NEPSE,179.42,179.42,179.42,179.42,0,index
1998-03-08,NEPSE,180.31,180.31,180.31,180.31,0,index
1998-03-09,NEPSE,180.29,180.29,180.29,180.29,0,index
1998-03-10,NEPSE,180.22,180.22,180.22,180.22,0,index
1998-03-11,NEPSE,180.36,180.36,180.36,180.36,0,index
1998-03-15,NEPSE,180.84,180.84,180.84,180.84,0,index
1998-03-16,NEPSE,169.71,169.71,169.71,169.71,0,index
1998-03-17,NEPSE,168.91,168.91,168.91,168.91,0,index
1998-03-18,NEPSE,169.49,169.49,169.49,169.49,0,index
1998-03-19,NEPSE,170.23,170.23,170.23,170.23,0,index
1998-03-22,NEPSE,165.87,165.87,165.87,165.87,0,index
1998-03-23,NEPSE,166.06,166.06,166.06,166.06,0,index
1998-03-24,NEPSE,166.34,166.34,166.34,166.34,0,index
1998-03-25,NEPSE,166.62,166.62,166.62,166.62,0,index
1998-03-26,NEPSE,167.4,167.4,167.4,167.4,0,index
1998-03-29,NEPSE,167.83,167.83,167.83,167.83,0,index
1998-03-30,NEPSE,167.06,167.06,167.06,167.06,0,index
1998-03-31,NEPSE,166.62,166.62,166.62,166.62,0,index
1998-04-01,NEPSE,166.37,166.37,166.37,166.37,0,index
1998-04-02,NEPSE,165.87,165.87,165.87,165.87,0,index
1998-04-06,NEPSE,166.47,166.47,166.47,166.47,0,index
1998-04-07,NEPSE,166.64,166.64,166.64,166.64,0,index
1998-04-08,NEPSE,166.06,166.06,166.06,166.06,0,index
1998-04-09,NEPSE,165.82,165.82,165.82,165.82,0,index
1998-04-12,NEPSE,159.38,159.38,159.38,159.38,0,index
1998-04-13,NEPSE,158.86,158.86,158.86,158.86,0,index
1998-05-14,NEPSE,157.97,157.97,157.97,157.97,0,index
1998-05-17,NEPSE,158.01,158.01,158.01,158.01,0,index
1998-05-18,NEPSE,157.69,157.69,157.69,157.69,0,index
1998-05-19,NEPSE,157.57,157.57,157.57,157.57,0,index
1998-05-20,NEPSE,157.29,157.29,157.29,157.29,0,index
1998-05-21,NEPSE,157.57,157.57,157.57,157.57,0,index
1998-05-24,NEPSE,157.68,157.68,157.68,157.68,0,index
1998-05-25,NEPSE,156.84,156.84,156.84,156.84,0,index
1998-05-26,NEPSE,157.05,157.05,157.05,157.05,0,index
1998-05-27,NEPSE,157.56,157.56,157.56,157.56,0,index
1998-05-28,NEPSE,156.86,156.86,156.86,156.86,0,index
1998-06-01,NEPSE,156.86,156.86,156.86,156.86,0,index
1998-06-02,NEPSE,156.43,156.43,156.43,156.43,0,index
1998-06-03,NEPSE,156.91,156.91,156.91,156.91,0,index
1998-06-04,NEPSE,156.77,156.77,156.77,156.77,0,index
1998-06-07,NEPSE,156.78,156.78,156.78,156.78,0,index
1998-06-08,NEPSE,158.05,158.05,158.05,158.05,0,index
1998-06-09,NEPSE,158.32,158.32,158.32,158.32,0,index
1998-06-10,NEPSE,159.56,159.56,159.56,159.56,0,index
1998-06-11,NEPSE,160.16,160.16,160.16,160.16,0,index
1998-06-14,NEPSE,159.95,159.95,159.95,159.95,0,index
1998-06-15,NEPSE,160.23,160.23,160.23,160.23,0,index
1998-06-16,NEPSE,160.38,160.38,160.38,160.38,0,index
1998-06-17,NEPSE,161.13,161.13,161.13,161.13,0,index
1998-06-18,NEPSE,160.72,160.72,160.72,160.72,0,index
1998-06-21,NEPSE,161.02,161.02,161.02,161.02,0,index
1998-06-22,NEPSE,161.34,161.34,161.34,161.34,0,index
1998-06-23,NEPSE,163.01,163.01,163.01,163.01,0,index
1998-06-24,NEPSE,164.07,164.07,164.07,164.07,0,index
1998-06-25,NEPSE,164.68,164.68,164.68,164.68,0,index
1998-06-28,NEPSE,165.92,165.92,165.92,165.92,0,index
1998-06-29,NEPSE,165.65,165.65,165.65,165.65,0,index
1998-06-30,NEPSE,165.87,165.87,165.87,165.87,0,index
1998-07-01,NEPSE,166.03,166.03,166.03,166.03,0,index
1998-07-02,NEPSE,166.05,166.05,166.05,166.05,0,index
1998-07-05,NEPSE,165.41,165.41,165.41,165.41,0,index
1998-07-06,NEPSE,164.33,164.33,164.33,164.33,0,index
1998-07-07,NEPSE,163.73,163.73,163.73,163.73,0,index
1998-07-08,NEPSE,163.44,163.44,163.44,163.44,0,index
1998-07-09,NEPSE,162.59,162.59,162.59,162.59,0,index
1998-07-13,NEPSE,162.49,162.49,162.49,162.49,0,index
1998-07-14,NEPSE,162.85,162.85,162.85,162.85,0,index
1998-07-15,NEPSE,163.77,163.77,163.77,163.77,0,index
1998-07-16,NEPSE,163.35,163.35,163.35,163.35,0,index
1998-07-19,NEPSE,164.01,164.01,164.01,164.01,0,index
1998-07-20,NEPSE,164.04,164.04,164.04,164.04,0,index
1998-07-21,NEPSE,162.41,162.41,162.41,162.41,0,index
1998-07-22,NEPSE,161.57,161.57,161.57,161.57,0,index
1998-07-23,NEPSE,161.52,161.52,161.52,161.52,0,index
1998-07-26,NEPSE,160.14,160.14,160.14,160.14,0,index
1998-07-27,NEPSE,160.96,160.96,160.96,160.96,0,index
1998-07-28,NEPSE,161.21,161.21,161.21,161.21,0,index
1998-07-29,NEPSE,160.97,160.97,160.97,160.97,0,index
1998-07-30,NEPSE,161.29,161.29,161.29,161.29,0,index
1998-08-02,NEPSE,161.85,161.85,161.85,161.85,0,index
1998-08-03,NEPSE,162.07,162.07,162.07,162.07,0,index
1998-08-04,NEPSE,162.16,162.16,162.16,162.16,0,index
1998-08-05,NEPSE,162.37,162.37,162.37,162.37,0,index
1998-08-06,NEPSE,163.76,163.76,163.76,163.76,0,index
1998-08-10,NEPSE,164.25,164.25,164.25,164.25,0,index
1998-08-11,NEPSE,164.77,164.77,164.77,164.77,0,index
1998-08-12,NEPSE,165.43,165.43,165.43,165.43,0,index
1998-08-13,NEPSE,166.02,166.02,166.02,166.02,0,index
1998-08-17,NEPSE,166.28,166.28,166.28,166.28,0,index
1998-08-18,NEPSE,165.75,165.75,165.75,165.75,0,index
1998-08-19,NEPSE,166.47,166.47,166.47,166.47,0,index
1998-08-20,NEPSE,166.08,166.08,166.08,166.08,0,index
1998-08-23,NEPSE,166.83,166.83,166.83,166.83,0,index
1998-08-24,NEPSE,166.19,166.19,166.19,166.19,0,index
1998-08-25,NEPSE,166.82,166.82,166.82,166.82,0,index
1998-08-26,NEPSE,166.66,166.66,166.66,166.66,0,index
1998-08-27,NEPSE,166.21,166.21,166.21,166.21,0,index
1998-08-30,NEPSE,166.59,166.59,166.59,166.59,0,index
1998-08-31,NEPSE,166.54,166.54,166.54,166.54,0,index
1998-09-01,NEPSE,166.56,166.56,166.56,166.56,0,index
1998-09-02,NEPSE,166.17,166.17,166.17,166.17,0,index
1998-09-03,NEPSE,166.36,166.36,166.36,166.36,0,index
1998-09-06,NEPSE,166.37,166.37,166.37,166.37,0,index
1998-09-07,NEPSE,166.21,166.21,166.21,166.21,0,index
1998-09-08,NEPSE,167.3,167.3,167.3,167.3,0,index
1998-09-09,NEPSE,167.49,167.49,167.49,167.49,0,index
1998-09-10,NEPSE,167.74,167.74,167.74,167.74,0,index
1998-09-13,NEPSE,168.06,168.06,168.06,168.06,0,index
1998-09-14,NEPSE,168.21,168.21,168.21,168.21,0,index
1998-09-15,NEPSE,168.51,168.51,168.51,168.51,0,index
1998-09-16,NEPSE,168.42,168.42,168.42,168.42,0,index
1998-09-17,NEPSE,168.53,168.53,168.53,168.53,0,index
1998-09-20,NEPSE,169.01,169.01,169.01,169.01,0,index
1998-09-22,NEPSE,168.18,168.18,168.18,168.18,0,index
1998-09-23,NEPSE,168.28,168.28,168.28,168.28,0,index
1998-09-24,NEPSE,166.72,166.72,166.72,166.72,0,index
1998-09-27,NEPSE,166.22,166.22,166.22,166.22,0,index
1998-10-06,NEPSE,165.75,165.75,165.75,165.75,0,index
1998-10-07,NEPSE,167.35,167.35,167.35,167.35,0,index
1998-10-08,NEPSE,167.48,167.48,167.48,167.48,0,index
1998-10-11,NEPSE,167.95,167.95,167.95,167.95,0,index
1998-10-12,NEPSE,167.95,167.95,167.95,167.95,0,index
1998-10-13,NEPSE,168.42,168.42,168.42,168.42,0,index
1998-10-14,NEPSE,168.69,168.69,168.69,168.69,0,index
1998-10-15,NEPSE,168.75,168.75,168.75,168.75,0,index
1998-10-18,NEPSE,169.61,169.61,169.61,169.61,0,index
1998-10-25,NEPSE,170.07,170.07,170.07,170.07,0,index
1998-10-26,NEPSE,169.71,169.71,169.71,169.71,0,index
1998-10-27,NEPSE,170.6,170.6,170.6,170.6,0,index
1998-10-28,NEPSE,171.39,171.39,171.39,171.39,0,index
1998-10-29,NEPSE,172.0,172.0,172.0,172.0,0,index
1998-11-01,NEPSE,172.41,172.41,172.41,172.41,0,index
1998-11-03,NEPSE,174.98,174.98,174.98,174.98,0,index
1998-11-04,NEPSE,176.81,176.81,176.81,176.81,0,index
1998-11-05,NEPSE,179.29,179.29,179.29,179.29,0,index
1998-11-08,NEPSE,182.06,182.06,182.06,182.06,0,index
1998-11-10,NEPSE,181.67,181.67,181.67,181.67,0,index
1998-11-11,NEPSE,183.58,183.58,183.58,183.58,0,index
1998-11-12,NEPSE,183.77,183.77,183.77,183.77,0,index
1998-11-15,NEPSE,183.78,183.78,183.78,183.78,0,index
1998-11-16,NEPSE,184.17,184.17,184.17,184.17,0,index
1998-11-17,NEPSE,183.61,183.61,183.61,183.61,0,index
1998-11-18,NEPSE,185.56,185.56,185.56,185.56,0,index
1998-11-19,NEPSE,187.3,187.3,187.3,187.3,0,index
1998-11-22,NEPSE,188.34,188.34,188.34,188.34,0,index
1998-11-23,NEPSE,189.46,189.46,189.46,189.46,0,index
1998-11-24,NEPSE,190.74,190.74,190.74,190.74,0,index
1998-11-25,NEPSE,190.75,190.75,190.75,190.75,0,index
1998-11-26,NEPSE,192.9,192.9,192.9,192.9,0,index
1998-11-29,NEPSE,193.45,193.45,193.45,193.45,0,index
1998-11-30,NEPSE,192.93,192.93,192.93,192.93,0,index
1998-12-01,NEPSE,192.66,192.66,192.66,192.66,0,index
1998-12-02,NEPSE,192.85,192.85,192.85,192.85,0,index
1998-12-03,NEPSE,190.55,190.55,190.55,190.55,0,index
1998-12-06,NEPSE,190.47,190.47,190.47,190.47,0,index
1998-12-07,NEPSE,190.52,190.52,190.52,190.52,0,index
1998-12-08,NEPSE,190.68,190.68,190.68,190.68,0,index
1998-12-09,NEPSE,190.47,190.47,190.47,190.47,0,index
1998-12-13,NEPSE,188.87,188.87,188.87,188.87,0,index
1998-12-14,NEPSE,187.67,187.67,187.67,187.67,0,index
1998-12-15,NEPSE,187.16,187.16,187.16,187.16,0,index
1998-12-16,NEPSE,187.45,187.45,187.45,187.45,0,index
1998-12-17,NEPSE,187.55,187.55,187.55,187.55,0,index
1998-12-20,NEPSE,187.82,187.82,187.82,187.82,0,index
1998-12-21,NEPSE,188.35,188.35,188.35,188.35,0,index
1998-12-22,NEPSE,188.41,188.41,188.41,188.41,0,index
1998-12-23,NEPSE,188.85,188.85,188.85,188.85,0,index
1998-12-24,NEPSE,188.44,188.44,188.44,188.44,0,index
1998-12-27,NEPSE,189.72,189.72,189.72,189.72,0,index
1998-12-28,NEPSE,189.57,189.57,189.57,189.57,0,index
1998-12-30,NEPSE,174.97,174.97,174.97,174.97,0,index
1998-12-31,NEPSE,175.46,175.46,175.46,175.46,0,index
1999-01-03,NEPSE,176.49,176.49,176.49,176.49,0,index
1999-01-04,NEPSE,176.74,176.74,176.74,176.74,0,index
1999-01-05,NEPSE,177.78,177.78,177.78,177.78,0,index
1999-01-06,NEPSE,178.8,178.8,178.8,178.8,0,index
1999-01-07,NEPSE,179.22,179.22,179.22,179.22,0,index
1999-01-10,NEPSE,180.8,180.8,180.8,180.8,0,index
1999-01-12,NEPSE,181.35,181.35,181.35,181.35,0,index
1999-01-13,NEPSE,181.7,181.7,181.7,181.7,0,index
1999-01-14,NEPSE,181.67,181.67,181.67,181.67,0,index
1999-01-17,NEPSE,181.05,181.05,181.05,181.05,0,index
1999-01-18,NEPSE,181.23,181.23,181.23,181.23,0,index
1999-01-19,NEPSE,181.68,181.68,181.68,181.68,0,index
1999-01-20,NEPSE,182.31,182.31,182.31,182.31,0,index
1999-01-21,NEPSE,182.68,182.68,182.68,182.68,0,index
1999-01-25,NEPSE,182.89,182.89,182.89,182.89,0,index
1999-01-26,NEPSE,181.76,181.76,181.76,181.76,0,index
1999-01-27,NEPSE,180.59,180.59,180.59,180.59,0,index
1999-01-28,NEPSE,180.03,180.03,180.03,180.03,0,index
1999-01-31,NEPSE,179.6,179.6,179.6,179.6,0,index
1999-02-01,NEPSE,179.16,179.16,179.16,179.16,0,index
1999-02-02,NEPSE,178.61,178.61,178.61,178.61,0,index
1999-02-03,NEPSE,178.46,178.46,178.46,178.46,0,index
1999-02-04,NEPSE,179.1,179.1,179.1,179.1,0,index
1999-02-07,NEPSE,179.36,179.36,179.36,179.36,0,index
1999-02-08,NEPSE,178.66,178.66,178.66,178.66,0,index
1999-02-10,NEPSE,177.61,177.61,177.61,177.61,0,index
1999-02-11,NEPSE,178.48,178.48,178.48,178.48,0,index
1999-02-15,NEPSE,179.38,179.38,179.38,179.38,0,index
1999-02-16,NEPSE,178.94,178.94,178.94,178.94,0,index
1999-02-17,NEPSE,179.38,179.38,179.38,179.38,0,index
1999-02-18,NEPSE,178.94,178.94,178.94,178.94,0,index
1999-02-21,NEPSE,179.89,179.89,179.89,179.89,0,index
1999-02-22,NEPSE,179.65,179.65,179.65,179.65,0,index
1999-02-23,NEPSE,180.03,180.03,180.03,180.03,0,index
1999-02-24,NEPSE,179.88,179.88,179.88,179.88,0,index
1999-02-25,NEPSE,179.18,179.18,179.18,179.18,0,index
1999-02-28,NEPSE,178.94,178.94,178.94,178.94,0,index
1999-03-02,NEPSE,178.81,178.81,178.81,178.81,0,index
1999-03-03,NEPSE,178.17,178.17,178.17,178.17,0,index
1999-03-04,NEPSE,177.83,177.83,177.83,177.83,0,index
1999-03-07,NEPSE,178.34,178.34,178.34,178.34,0,index
1999-03-08,NEPSE,178.3,178.3,178.3,178.3,0,index
1999-03-09,NEPSE,178.37,178.37,178.37,178.37,0,index
1999-03-10,NEPSE,179.02,179.02,179.02,179.02,0,index
1999-03-11,NEPSE,179.36,179.36,179.36,179.36,0,index
1999-03-14,NEPSE,180.17,180.17,180.17,180.17,0,index
1999-03-15,NEPSE,181.4,181.4,181.4,181.4,0,index
1999-03-16,NEPSE,182.4,182.4,182.4,182.4,0,index
1999-03-18,NEPSE,184.24,184.24,184.24,184.24,0,index
1999-03-21,NEPSE,183.96,183.96,183.96,183.96,0,index
1999-03-22,NEPSE,184.49,184.49,184.49,184.49,0,index
1999-03-23,NEPSE,184.27,184.27,184.27,184.27,0,index
1999-03-24,NEPSE,185.07,185.07,185.07,185.07,0,index
1999-03-28,NEPSE,184.58,184.58,184.58,184.58,0,index
1999-03-29,NEPSE,185.55,185.55,185.55,185.55,0,index
1999-03-30,NEPSE,186.76,186.76,186.76,186.76,0,index
1999-03-31,NEPSE,187.37,187.37,187.37,187.37,0,index
1999-04-01,NEPSE,183.3,183.3,183.3,183.3,0,index
1999-04-04,NEPSE,184.97,184.97,184.97,184.97,0,index
1999-04-05,NEPSE,185.64,185.64,185.64,185.64,0,index
1999-04-06,NEPSE,186.04,186.04,186.04,186.04,0,index
1999-04-07,NEPSE,186.8,186.8,186.8,186.8,0,index
1999-04-08,NEPSE,186.05,186.05,186.05,186.05,0,index
1999-04-11,NEPSE,186.74,186.74,186.74,186.74,0,index
1999-04-12,NEPSE,188.1,188.1,188.1,188.1,0,index
1999-04-13,NEPSE,188.38,188.38,188.38,188.38,0,index
1999-04-15,NEPSE,189.01,189.01,189.01,189.01,0,index
1999-04-18,NEPSE,190.88,190.88,190.88,190.88,0,index
1999-04-19,NEPSE,192.59,192.59,192.59,192.59,0,index
1999-04-20,NEPSE,193.55,193.55,193.55,193.55,0,index
1999-04-21,NEPSE,194.07,194.07,194.07,194.07,0,index
1999-04-22,NEPSE,192.6,192.6,192.6,192.6,0,index
1999-04-25,NEPSE,191.83,191.83,191.83,191.83,0,index
1999-04-26,NEPSE,192.88,192.88,192.88,192.88,0,index
1999-04-28,NEPSE,192.17,192.17,192.17,192.17,0,index
1999-04-29,NEPSE,191.82,191.82,191.82,191.82,0,index
1999-05-02,NEPSE,193.27,193.27,193.27,193.27,0,index
1999-05-04,NEPSE,194.07,194.07,194.07,194.07,0,index
1999-05-05,NEPSE,195.53,195.53,195.53,195.53,0,index
1999-05-06,NEPSE,196.07,196.07,196.07,196.07,0,index
1999-05-09,NEPSE,196.1,196.1,196.1,196.1,0,index
1999-05-10,NEPSE,195.9,195.9,195.9,195.9,0,index
1999-05-11,NEPSE,195.65,195.65,195.65,195.65,0,index
1999-05-12,NEPSE,196.95,196.95,196.95,196.95,0,index
1999-05-13,NEPSE,196.98,196.98,196.98,196.98,0,index
1999-05-17,NEPSE,198.36,198.36,198.36,198.36,0,index
1999-05-18,NEPSE,197.72,197.72,197.72,197.72,0,index
1999-05-19,NEPSE,198.58,198.58,198.58,198.58,0,index
1999-05-20,NEPSE,199.7,199.7,199.7,199.7,0,index
1999-05-23,NEPSE,200.36,200.36,200.36,200.36,0,index
1999-05-24,NEPSE,200.88,200.88,200.88,200.88,0,index
1999-05-25,NEPSE,201.52,201.52,201.52,201.52,0,index
1999-05-26,NEPSE,203.2,203.2,203.2,203.2,0,index
1999-05-27,NEPSE,205.32,205.32,205.32,205.32,0,index
1999-05-30,NEPSE,206.18,206.18,206.18,206.18,0,index
1999-05-31,NEPSE,207.77,207.77,207.77,207.77,0,index
1999-06-01,NEPSE,208.3,208.3,208.3,208.3,0,index
1999-06-02,NEPSE,209.14,209.14,209.14,209.14,0,index
1999-06-03,NEPSE,210.0,210.0,210.0,210.0,0,index
1999-06-06,NEPSE,210.96,210.96,210.96,210.96,0,index
1999-06-07,NEPSE,211.94,211.94,211.94,211.94,0,index
1999-06-09,NEPSE,211.85,211.85,211.85,211.85,0,index
1999-06-10,NEPSE,212.3,212.3,212.3,212.3,0,index
1999-06-13,NEPSE,212.51,212.51,212.51,212.51,0,index
1999-06-14,NEPSE,212.39,212.39,212.39,212.39,0,index
1999-06-15,NEPSE,212.14,212.14,212.14,212.14,0,index
1999-06-16,NEPSE,214.14,214.14,214.14,214.14,0,index
1999-06-17,NEPSE,217.99,217.99,217.99,217.99,0,index
1999-06-20,NEPSE,223.3,223.3,223.3,223.3,0,index
1999-06-21,NEPSE,226.19,226.19,226.19,226.19,0,index
1999-06-22,NEPSE,229.08,229.08,229.08,229.08,0,index
1999-06-23,NEPSE,232.64,232.64,232.64,232.64,0,index
1999-06-24,NEPSE,233.13,233.13,233.13,233.13,0,index
1999-06-27,NEPSE,231.32,231.32,231.32,231.32,0,index
1999-06-28,NEPSE,227.37,227.37,227.37,227.37,0,index
1999-06-29,NEPSE,220.78,220.78,220.78,220.78,0,index
1999-06-30,NEPSE,215.15,215.15,215.15,215.15,0,index
1999-07-01,NEPSE,212.15,212.15,212.15,212.15,0,index
1999-07-04,NEPSE,212.54,212.54,212.54,212.54,0,index
1999-07-05,NEPSE,212.93,212.93,212.93,212.93,0,index
1999-07-06,NEPSE,213.2,213.2,213.2,213.2,0,index
1999-07-07,NEPSE,211.95,211.95,211.95,211.95,0,index
1999-07-08,NEPSE,212.16,212.16,212.16,212.16,0,index
1999-07-11,NEPSE,212.72,212.72,212.72,212.72,0,index
1999-07-12,NEPSE,213.72,213.72,213.72,213.72,0,index
1999-07-13,NEPSE,213.17,213.17,213.17,213.17,0,index
1999-07-14,NEPSE,216.23,216.23,216.23,216.23,0,index
1999-07-15,NEPSE,216.92,216.92,216.92,216.92,0,index
